indication,indication_concept_id
BACTERIAL BLEPHARITIS,788624
RETINOPATHY SOLAR,35607380
ADJUSTED CALCIUM DECREASED,45885836
CYST DRAINAGE,37522137
MULTISYSTEM INFLAMMATORY SYNDROME,35327415
IDIOPATHIC INFLAMMATORY MYOPATHY,35326838
ANGIOCENTRIC LYMPHOMA REFRACTORY,35104599
TRYPANOSOMA SEROLOGY POSITIVE,36314591
CARDIAC ARREST NEONATAL,35204967
INTERLEUKIN LEVEL,36313779
OROPHARYNGEAL OEDEMA,1199660
MALIGNANT SPINAL CORD COMPRESSION,35326982
MULTIFOCAL MICRONODULAR PNEUMOCYTE HYPERPLASIA,37219837
EXTRANODAL MARGINAL ZONE B-CELL LYMPHOMA (MALT TYPE) STAGE I,35104500
INTRAOSSEOUS ACCESS PLACEMENT,1199862
BLOOD CHLORIDE DECREASED,36316348
RADIOTHERAPY TO LYMPH NODES,37521175
CORONAVIRUS PNEUMONIA,43010850
ACQUIRED FACTOR IX DEFICIENCY,43009458
OLIGODIPSIA,36416591
ARRESTED LABOUR,36818672
THERAPEUTIC RESPONSE DELAYED,35809354
INTESTINAL POLYPECTOMY,37521017
TOXIC CARDIOMYOPATHY,43010730
BILE DUCT CANCER STAGE I,35909650
COMPUTERISED TOMOGRAM OF GALLBLADDER,35328340
ANAPHYLACTIC TRANSFUSION REACTION,36009758
ADRENAL HAEMATOMA,35506474
METAPNEUMOVIRUS PNEUMONIA,35327813
ACQUIRED FACTOR V DEFICIENCY,35327363
RETINAL ANEURYSM RUPTURE,1199417
VACCINATION SITE ERYTHEMA,35809028
VACCINATION SITE PRURITUS,35809036
BILIRUBIN CONJUGATED ABNORMAL,36313543
PERIPHERAL SPONDYLOARTHRITIS,35327281
MULTISYSTEM INFLAMMATORY SYNDROME IN ADULTS,35328106
LUNG CYST REMOVAL,37521791
LIMB TRANSPLANTATION,35328151
FOOD INTERACTION,35809313
URINE IRON,43054118
BLEPHARORRHAPHY,37520870
CHRONIC INFLAMMATORY RESPONSE SYNDROME,35328339
SARCOIDOSIS OF LYMPH NODE,42622315
JAW CLICKING,46277005
PYRUVATE DEHYDROGENASE COMPLEX DEFICIENCY,43010267
ANTI-LRP2 NEPHROPATHY,35326942
ELECTROOCULOGRAM ABNORMAL,36315151
NEUROTIC DISORDER OF CHILDHOOD,36919112
MYH9-RELATED DISEASE,1199363
THYROTOXIC MYOPATHY,1198451
MANIPULATION,37522205
MYOGLOBINURIA,35205334
ACIDOSIS HYPERCHLORAEMIC,36416480
PYROGLUTAMIC ACIDOSIS,43009847
NON-CARDIOGENIC PULMONARY OEDEMA,37219851
HYPOTHALAMIC HAMARTOMA,788513
LARYNGOCELE,35306231
CONGENITAL ORAL MALFORMATION,35305703
MECKEL'S CAVE TUMOUR,35328185
NEONATAL TACHYPNOEA,36818755
THYROID CANCER STAGE III,42889143
FAMILIAL ACROMEGALY,1198100
BRACHYTHERAPY TO SKIN,37521895
SUPPLEMENTARY MOTOR AREA SYNDROME,35327620
PRODUCT AVAILABILITY ISSUE,788428
PLATELETCRIT INCREASED,36313194
"EAR, NOSE AND THROAT DISORDER",35328254
CLOSTRIDIUM TEST NEGATIVE,42890035
PERIORBITAL HAEMATOMA,35607009
HYPOREFLEXIA,36718273
POSTHAEMORRHAGIC HYDROCEPHALUS,1199536
NEONATAL PNEUMOTHORAX,1335078
ANTI-INSULIN ANTIBODY INCREASED,36313636
POLYCLONAL B-CELL LYMPHOCYTOSIS,45886200
HAEMORRHAGIC OCCLUSIVE RETINAL VASCULITIS,35327903
CARDIAC VENTRICULOGRAM RIGHT,36311882
BONE METABOLISM BIOCHEMICAL MARKER INCREASED,1199186
BENIGN BREAST LUMP REMOVAL,37520695
PRIMITIVE REFLEX TEST,43562803
SARS-COV-2 TEST NEGATIVE,43009122
CEPHALO-PELVIC DISPROPORTION,36818694
INTENTIONAL DOSE OMISSION,1200449
ADVANCED SYSTEMIC MASTOCYTOSIS,37180096
FULGURATION,37522171
NEONATAL TETANY,36416571
TRANSFERRIN DECREASED,36316427
OVARIAN CALCIFICATION,42890246
UNDIFFERENTIATED SPONDYLOARTHRITIS,35328084
EXPOSURE VIA GRANDMOTHER,43011258
ENDEMIC SYPHILIS,36110275
TONIC POSTURING,45885889
URINE OXALATE INCREASED,36315711
ANGIOTENSIN CONVERTING ENZYME ABNORMAL,42622658
RHEUMATOID BURSITIS,35327341
VIRAL CORNEAL ULCER,35607067
PNEUMOPERICARDIUM,35205394
INFUSION SITE HYPERSENSITIVITY,35808930
PULMONARY VENOUS HYPERTENSION,35327534
MECHANICAL ILEUS,35708246
MYELIN OLIGODENDROCYTE GLYCOPROTEIN ANTIBODY-ASSOCIATED DISEASE,35327471
RENAL ARTERIOSCLEROSIS,37019344
NAPRAPATHY,37522215
SECOND DEGREE CHEMICAL BURN OF SKIN,1200457
TRANSIENT EPILEPTIC AMNESIA,1198735
SUBCAPSULAR HEPATIC HAEMATOMA,43011354
NEUROGENIC TUMOUR,1198557
TUBEROUS SCLEROSIS COMPLEX ASSOCIATED NEUROPSYCHIATRIC DISEASE,43009774
OVARIAN GERM CELL CHORIOCARCINOMA,43054051
CHRONIC CORONARY SYNDROME,35327185
BLADDER HYDRODISTENSION,37521707
RENAL ARTERY EMBOLISATION,43009999
LARYNGEAL LEUKOPLAKIA,37219992
ANGIOPATHIC NEUROPATHY,1199199
ACUTE MACULAR NEURORETINOPATHY,35327608
LACTOBACILLUS TEST POSITIVE,42890058
COMFORT SCALE SCORE INCREASED,36315052
VAGINAL REFLUX,37019380
ANALGESIC DRUG LEVEL THERAPEUTIC,36316121
IRIS VASCULAR DISORDER,35607003
ADULT T-CELL LYMPHOMA/LEUKAEMIA STAGE III,35104579
BLOOD CORTICOTROPHIN INCREASED,36312306
MELANODERMA,43054120
DISSEMINATED VARICELLA,43010278
MATERNALLY INHERITED DIABETES AND DEAFNESS,35327589
IMMUNE-MEDIATED HYPOPHYSITIS,35327865
SERRATED POLYPOSIS SYNDROME,35327256
FACIAL WASTING,36416643
ANTI-RNA POLYMERASE III ANTIBODY POSITIVE,1334944
VACCINE DERIVED SARS-COV-2 INFECTION,35327408
SARS-COV-2 ANTIBODY TEST,43010185
ADRENAL CALCIFICATION,43053745
HEPATITIS POST TRANSFUSION,35909588
PERSISTENT COMPLEX BEREAVEMENT DISORDER,35327113
ACTIVATION SYNDROME,36718345
ONYCHOGRYPHOSIS,37320304
WEISSELLA INFECTION,35327577
REBOUND PSORIASIS,42889480
CATAMENIAL PNEUMOTHORAX,35327967
TOPICAL STEROID WITHDRAWAL REACTION,35327769
DROOPING SHOULDER SYNDROME,1200631
TRACHEOSTOMY MALFUNCTION,36211743
STRONGYLOIDES TEST POSITIVE,43009644
DEVICE DEPOSIT ISSUE,42889403
CEREBRAL REVASCULARISATION,42890807
CRANIOFACIAL DYSOSTOSIS,35305885
HEREDITARY RETINAL DYSTROPHY,35305638
COPA SYNDROME,43011335
VIRAL TITRE DECREASED,42889979
BREAKTHROUGH COVID-19,42622813
CATECHOLAMINE CRISIS,1199723
BILE DUCT CANCER STAGE 0,35909649
GRIP STRENGTH,36315298
URINARY TRACT POLYP,1198521
ULTRASOUND CHEST,36316109
PARASITIC TEST,36314580
URETEROCELE,37019373
DIFFUSION-WEIGHTED BRAIN MRI,1198948
IRON BINDING CAPACITY TOTAL,36316406
BRADYCARDIA NEONATAL,35204930
ILEOCOLOSTOMY,37521012
CENTRAL SEROUS CHORIORETINOPATHY,42622391
FLUORESCENT IN SITU HYBRIDISATION NEGATIVE,42889718
CALR GENE MUTATION,43009696
INSTILLATION SITE ERYTHEMA,35808836
PRODUCT DISTRIBUTION ISSUE,42889467
PITUITARY NEOPLASM MALIGNANT RECURRENT,35506680
DILATATION INTRAHEPATIC DUCT CONGENITAL,35305731
RETRO-ORBITAL NEOPLASM,35607246
HIV ENTEROPATHY,42889233
PUTAMEN HAEMORRHAGE,36718021
NEUROPATHIC PRURITUS,35327571
CONGENITAL AURAL FISTULA,35305544
HYPOSPADIAS,35306203
NEONATAL INTESTINAL PERFORATION,43562931
SPECIFIC GRAVITY BODY FLUID INCREASED,36316464
STENOTROPHOMONAS BACTERAEMIA,35326997
SPLEEN ATROPHY,46276731
RETROPERITONEUM CYST,35707608
PULMONARY PNEUMATOCELE,37219848
HYPERTENSIVE CEREBROVASCULAR DISEASE,46276770
ANTERIOR SEGMENT NEOVASCULARISATION,35327765
APPENDICOLITH,45886430
CENTRAL VISION LOSS,1199570
SLEEP RELATED HYPERMOTOR EPILEPSY,42622006
SMALL INTESTINAL OBSTRUCTION REDUCTION,788231
KLEBSIELLA PNEUMONIAE INVASIVE SYNDROME,35327916
CSF WHITE BLOOD CELL COUNT DECREASED,36315032
ECCENTRIC FIXATION,42889204
PERIPANCREATIC FLUID COLLECTION,35708188
GRAM STAIN NEGATIVE,36314422
PHARYNGEAL EXUDATE,42890362
IIIRD NERVE DISORDER,35607277
CONGENITAL HEPATOBILIARY ANOMALY,35305728
ACUPRESSURE,37522108
HYPOINSULINAEMIA POSTOPERATIVE,35506629
TOOTH RESTORATION,35327779
OTITIS MEDIA PNEUMOCOCCAL,1197776
MENISCOPATHY,35327674
EXTRAVASATION BLOOD,37622515
PERIORBITAL DERMATITIS,42622243
METHYLMALONIC ACIDAEMIA,37178906
LEUKOCYTE ADHESION DEFICIENCY TYPE I,43009681
SYSTEMIC RIGHT VENTRICLE,43011182
PILOERECTION,37320315
APPLICATION SITE INJURY,45886341
FAECAL ELASTASE CONCENTRATION DECREASED,42889804
OCULAR MELANOMA,42622881
PARANEOPLASTIC GLOMERULONEPHRITIS,46276681
TRACHEAL OEDEMA,37220071
HEART TRANSPLANT FAILURE,42622866
CONGENITAL CEREBRAL CYST,35306083
MALIGNANT CENTRAL NERVOUS SYSTEM NEOPLASM,42621998
PRODUCT RESIDUE PRESENT,1198373
NEEDLE BIOPSY SITE UNSPECIFIED ABNORMAL,36313895
GYNAECOLOGICAL EXAMINATION NORMAL,36315302
NASAL MUCOSA TELANGIECTASIA,43010109
EAR PROCEDURAL COMPLICATION,1197898
TONSILLAR ULCER,37220063
MAGNETIC RESONANCE IMAGING NORMAL,788885
VACCINATION SITE WARMTH,42889306
VACCINE INDUCED ANTIBODY ABSENT,35328146
DIVERTICULITIS MECKEL'S,35305669
BRACHIOCEPHALIC ARTERIOSCLEROSIS,45886058
MONKEYPOX,42889607
COLD-STIMULUS HEADACHE,42890356
GALLBLADDER AGENESIS,1199872
MYOPERICARDITIS,35205019
INDOLENT SYSTEMIC MASTOCYTOSIS,35123232
IMPOSTOR PHENOMENON,1200448
AIDS RELATED COMPLICATION,36009924
CONTRACEPTIVE DIAPHRAGM,37521564
FACIAL MYOKYMIA,35328207
OVARIAN MELANOMA,1334968
ACOUSTIC SHOCK,35406354
MEDIUM-CHAIN ACYL-COENZYME A DEHYDROGENASE DEFICIENCY,42889052
PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY,42622462
RADIATION PERICARDITIS,35205395
RENAL LIPOMA,43009842
WERNER'S SYNDROME,35305465
RETROGRADE AMNESIA,36718176
VISUAL ACUITY TESTS,36315198
PIGMENTED EPITHELIOID MELANOCYTOMA,35328212
SINUPLASTY,788649
FOCAL PERITONITIS,43009755
WARM AUTOIMMUNE HAEMOLYTIC ANAEMIA,42622701
EYE INFECTION HELMINTHIC,35607115
PEAK EXPIRATORY FLOW RATE,36316002
MAGNETIC RESONANCE IMAGING HEAD ABNORMAL,35327989
COVID-19 SCREENING,35326929
APOLIPOPROTEIN B,36314035
LOWER OESOPHAGEAL SPHINCTER MAGNETIC AUGMENTATION,1334851
COMPRESSION GARMENT APPLICATION,1198204
PERNIO-LIKE ERYTHEMA,1335201
DIVERSION PROCTITIS,43009237
INFECTIOUS CRYSTALLINE KERATOPATHY,35607052
MOLYBDENUM COFACTOR DEFICIENCY,42889046
TONGUE NECROSIS,35708743
TRAUMATIC ULCER,35809404
TRIGEMINAL NEUROPATHY,42622584
CHONDRODERMATITIS NODULARIS CHRONICA HELICIS,35430984
BIOPSY UTERUS,36315900
VOCAL CORD SCARRING,1334662
DEAFNESS TRAUMATIC,35406365
CYTARABINE SYNDROME,35809045
NERVE CONDUCTION STUDIES NORMAL,36315090
ACRODERMATITIS ENTEROPATHICA,35306260
LYSOSOMAL STORAGE DISORDER,42622165
GRANULOMATOUS T-CELL PSEUDOLYMPHOMA,43009685
BIOPSY BRONCHUS,36316037
VENOUS FLOW VELOCITY DECREASED,42622671
NERVE CONDUCTION STUDIES,36315088
TRACHEAL DEVIATION,36211244
DERMAL FILLER REACTION,42622269
ENDOMETRIAL ADENOMA,36617551
SALIVARY GLAND MASS,35708702
CATHETER SITE DERMATITIS,43562881
ACUTE BILINEAL LEUKAEMIA,1198728
VESSEL PERFORATION,36211540
VITAMIN B12 ABSORPTION TEST ABNORMAL,36314345
COAGULATION FACTOR XIII LEVEL,36313009
PREGNANCY ON ORAL CONTRACEPTIVE,36818839
BENIGN ANORECTAL NEOPLASM,35707583
STERNAL INJURY,36211243
MYECTOMY,37521924
DENYS-DRASH SYNDROME,42889084
HEPATIC SARCOMA,42622836
MARSUPIALISATION,1199519
DIVERTICULECTOMY,37522147
CHANGE IN SEIZURE PRESENTATION,45886140
EAGLE'S SYNDROME,35809235
EPILEPSY OF INFANCY WITH MIGRATING FOCAL SEIZURES,35327817
STREPTOCOCCAL BRONCHITIS,35327664
CANCER SCREENING,42622110
PERIPHERAL VEIN THROMBOSIS,42622670
CSF EOSINOPHIL COUNT,1200792
CERVIX INJURY,788529
INSULIN C-PEPTIDE,36312278
METASTATIC MESOTHELIOMA,37177745
POSITRON EMISSION TOMOGRAM PROSTATE,37178319
METALLOSIS OF GLOBE,35607350
HYPERGLYCAEMIC CRISIS,42622056
CORONAVIRUS TEST,43010980
BENIGN RECURRENT INTRAHEPATIC CHOLESTASIS,42622192
BRASH SYNDROME,43010822
ACID-BASE BALANCE DISORDER MIXED,36416495
TOXIC OPTIC NEUROPATHY,35607496
CSF OLIGOCLONAL BAND PRESENT,36315005
MUCOLIPIDOSIS TYPE I,43053753
WRONG SCHEDULE,1198264
ECHOLALIA,36718425
AUDITORY MEATUS EXTERNAL EROSION,35406327
POLYMERS ALLERGY,35327555
1P36 DELETION SYNDROME,1334607
HOMOLOGOUS RECOMBINATION DEFICIENCY POSITIVE ADVANCED OVARIAN CANCER,43010679
ANTI-NMDA ANTIBODY POSITIVE,42889861
DENGUE FEVER IMMUNISATION,43009702
VAGINAL MESH REMOVAL SURGERY,1334542
AORTIC DISSECTION RUPTURE,37622387
INFUSION SITE WARMTH,35808957
LARYNGEAL SENSORY NEUROPATHY,42622179
HIV INFECTION CDC GROUP IV SUBGROUP B,36009930
HISTONE ANTIBODY POSITIVE,36313683
VARICELLA MENINGITIS,42622234
ANTIVIRAL DRUG LEVEL ABOVE THERAPEUTIC,36316156
TRYPTASE DECREASED,36313863
MUCOCUTANEOUS RASH,37320211
RUBULAVIRUS TEST POSITIVE,42889971
"REPRODUCTIVE TRACT HYPOPLASIA, MALE",35306208
CYTOMEGALOVIRUS URINARY TRACT INFECTION,36110877
VENOUS STASIS RETINOPATHY,35607433
POLYGLANDULAR AUTOIMMUNE SYNDROME TYPE III,35506553
BIOPSY HEART ABNORMAL,36311862
PULMONARY SPOROTRICHOSIS,1199691
BLOOD CANNABINOIDS,36316234
UNKNOWN SCHEDULE OF PRODUCT ADMINISTRATION,42622059
HEYDE'S SYNDROME,35205071
NEUROENDOCRINE CARCINOMA OF THE CERVIX,42622384
THERMAL BURNS OF EYE,35607199
COAGULATION FACTOR X LEVEL,36312994
TRANSFERRIN SATURATION ABNORMAL,1200114
PHOBIC POSTURAL VERTIGO,1198550
SUNA SYNDROME,42622752
LYMPHATIC MALFORMATION,37178229
TROPICAL EOSINOPHILIA,35104848
ILIOINGUINAL NEURALGIA,42622654
BLOOD CATECHOLAMINES,36312201
GASTRIC FLUID ANALYSIS,36312772
MULTILOCULAR CYSTIC NEPHROMA,1334774
LIVER TRANSPLANT FAILURE,43010888
POLYDIPSIA PSYCHOGENIC,36416592
EPIDIDYMAL CANCER,43054075
OSTEOMA CUTIS,36617203
PUBERTAL DISORDER,35328311
SYMPATHICOTONIA,36718448
HYPOXIC ISCHAEMIC ENCEPHALOPATHY NEONATAL,42622500
PLATELET COUNT NORMAL,36313178
RETINAL PERIVASCULAR SHEATHING,42889200
HAEMATOLOGICAL NEOPLASM,42622662
WRONG RATE,1200322
BLADDER CATHETER REPLACEMENT,37521749
TRACHEOSCOPY,36316107
LIP EROSION,35708562
BORNA VIRUS INFECTION,42622027
BLADDER DIVERTICULITIS,45886429
PENILE MODELLING PROCEDURE,45885988
ERYTHROPOIETIN DEFICIENCY ANAEMIA,43010833
AUREOBASIDIUM PULLULANS INFECTION,1200745
INTRADIALYTIC PARENTERAL NUTRITION,45885825
PSEUDOSTROKE,788145
ACQUIRED PERFORATING DERMATOSIS,1334805
VANCOMYCIN INFUSION REACTION,42622733
PUNCTURE SITE INFLAMMATION,35328057
CEREBRAL CAVERNOUS MALFORMATION,42893276
GRANULOCYTE PERCENTAGE INCREASED,35327058
CASCADE STOMACH,45885854
ABDOMINAL WALL NEOPLASM,35707524
MYELODYSPLASTIC SYNDROME WITH SINGLE LINEAGE DYSPLASIA,37178350
ARTERIAL DOLICHOECTASIA,1198870
NAEVUS ANAEMICUS,42889102
OLFACTORY REFERENCE SYNDROME,35328120
VARICELLA ENCEPHALITIS,42622765
WOUND CONTAMINATION,36211327
PETROSITIS,35406439
BILIARY FISTULA,35909433
TESTICULAR YOLK SAC TUMOUR STAGE I,36617745
DISINHIBITED SOCIAL ENGAGEMENT DISORDER OF CHILDHOOD,788133
HYPERRESPONSIVE TO STIMULI,1335031
ACTIVATED PARTIAL THROMBOPLASTIN TIME SHORTENED,36312922
VIRAL LOAD ABNORMAL,43009330
DRUG LEVEL ABNORMAL,1334890
ISOVALERIC ACIDAEMIA,43011411
BRACHYTHERAPY TO BLADDER,37521695
HAEMOLYSIS NEONATAL,35104303
GATA2 DEFICIENCY,42622376
AMOEBOMA,42622763
HYDROA VACCINIFORME,43010119
PERINATAL BRAIN DAMAGE,36718618
SPLENIC MARGINAL ZONE LYMPHOMA STAGE III,35104565
CONGENITAL LARYNGEAL MALFORMATION,42622015
PULMONARY IMAGING PROCEDURE ABNORMAL,43009498
KERATITIS SCLEROSING,35607058
LACRIMAL CYST,35607211
VEIN DISCOLOURATION,37622496
TRACTION,37522282
SPLENIC MARGINAL ZONE LYMPHOMA RECURRENT,35104561
RADIOTHERAPY TO ORAL CAVITY,45885623
DUODENAL POLYP,35707595
HEPATITIS E RNA,35327649
BLOOD COPPER DECREASED,36316357
OESOPHAGEAL ADENOCARCINOMA STAGE II,35708515
TISSUE IRRITATION,1199418
SEROLOGY NEGATIVE,36314531
LARGE INTESTINE EROSION,45885627
CARDIOTHORACIC RATIO,36311885
2-HYDROXYGLUTARIC ACIDURIA,1197998
TRANSCOBALAMIN DEFICIENCY,43010829
PROSTHETIC CARDIAC VALVE FAILURE,43054426
BLADDER CANDIDIASIS,36110330
LUMBAR ARTERY EMBOLISATION,35328327
KIDNEY ENLARGEMENT,37019332
HERPETIC RADICULOPATHY,43010253
STRANGULATED UMBILICAL HERNIA,46276734
TRAUMATIC TOOTH DISPLACEMENT,42889222
HEPATITIS INFECTIOUS MONONUCLEOSIS,35909585
GALLBLADDER OBSTRUCTION,35909460
DIABETIC COMPLICATION CARDIOVASCULAR,42622030
KERATOSIS OBTURANS,35406341
ORTHOPOX VIRUS INFECTION,42889608
ORAL MUCOSAL HYPERTROPHY,35708572
IMMUNE-MEDIATED NEUROLOGICAL DISORDER,35328364
CARDIOVASCULAR DECONDITIONING,35204997
MYELODYSPLASTIC SYNDROME WITH EXCESS BLASTS,37178348
VAGINAL STRICTURE,37119749
COMPLETE DECONGESTIVE THERAPY,35327044
TENOTOMY,37521946
ENDOMETRIAL CANCER STAGE 0,36617578
CHRONIC MYOCARDITIS,42622526
PERICARDIAL CALCIFICATION,35205386
INFERIOR VENA CAVA STENOSIS,45885774
MICROSTOMIA,35305899
OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME,35306025
PANCREATIC CYSTADENOMA,37178044
ENCEPHALITIS INFLUENZAL,36111022
VASCULAR ACCESS SITE THROMBOSIS,788719
CELLULITIS PASTEURELLA,36110191
FACTOR XA ACTIVITY ABNORMAL,788711
PULMONARY FUNCTION CHALLENGE TEST ABNORMAL,36316008
RUPTURED ECTOPIC PREGNANCY,36818721
URETHRAL OPERATION,37521773
IMMUNOLOGY TEST NORMAL,36313850
SEX CHROMOSOME ABNORMALITY,35305478
TENSOR FASCIAE LATAE SYNDROME,788728
PULMONARY OSSIFICATION,42890300
"EAR, NOSE AND THROAT INFECTION",43054323
DEVICE INFORMATION OUTPUT ISSUE,42889374
POSTERIOR TIBIAL TENDON DYSFUNCTION,1335256
POST PROCEDURAL PERSISTENT DRAIN FLUID,43053932
COELIAC ARTERY ANEURYSM,1199820
IMPLANT SITE CALCIFICATION,35808871
GASTRIC NEUROENDOCRINE CARCINOMA,42622560
SPEECH REHABILITATION,37521471
MARJOLIN'S ULCER,45885543
SHOULDER INJURY RELATED TO VACCINE ADMINISTRATION,1198680
SLEEP ENDOSCOPY,1198426
RETRACTED NIPPLE,36818800
UNKNOWN IMMUNISATION STATUS,42622387
INFUSION SITE PRURITUS,35808946
WATER LOADING TEST,36316478
PANCREASTATIN ABNORMAL,43053945
HERMAPHRODITISM,35306217
FAMILIAL AMYOTROPHIC LATERAL SCLEROSIS,46276848
YAO SYNDROME,42621996
NEPHROSCOPY,36315780
FRACTURE OF PENIS,36211356
VIRURIA,42622112
MATERNAL EXPOSURE DURING DELIVERY,42889639
AIRWAY PEAK PRESSURE INCREASED,36315967
MYOPIA CORRECTION,1198591
RENAL HYDROCELE,37019339
CORNEAL CROSS LINKING,1198835
CARCINOID TUMOUR OF THE MESENTERY,42622816
THERAPEUTIC RESPONSE PROLONGED,35809356
MYXOID CYST,788116
BULLOUS ERYSIPELAS,43010897
SOUTHERN TICK-ASSOCIATED RASH ILLNESS,1200629
ORAL MUCOSAL DISCOLOURATION,35708621
SUPRAVALVULAR AORTIC STENOSIS,35205073
OSTEO-MENINGEAL BREACHES,35327327
MYCOBACTERIUM TEST NEGATIVE,42890119
BOTRYOMYCOSIS,42889516
DIALYSIS AMYLOIDOSIS,36009863
MYELODYSPLASTIC SYNDROME WITH MULTILINEAGE DYSPLASIA,37178347
VEILLONELLA INFECTION,36110079
VITAL DYE STAINING CORNEA,42890566
COAGULATION FACTOR XI LEVEL,36312999
ECTOPIC KIDNEY,35306158
DISSEMINATED SUPERFICIAL ACTINIC POROKERATOSIS,35327812
ASYMPTOMATIC GENE CARRIER,35305446
NEUROENDOCRINE CANCER OF THE PROSTATE METASTATIC,37177729
CARDIOFACIOCUTANEOUS SYNDROME,43010814
NEWCASTLE DISEASE,36110942
RESPIRATORY SYNCYTIAL VIRUS IMMUNISATION,37177918
WALLERIAN DEGENERATION,43562789
ANEURYSM RECANALISATION,45887442
DIROFILARIASIS,1199155
DRAIN SITE COMPLICATION,1200171
TRANSPLANT RECIPIENT,37178198
UREA RENAL CLEARANCE,43054022
POLYRADICULONEUROPATHY,37178199
MIDDLE AGED,37420357
DEFECOGRAPHY,36312705
ABDOMINAL WALL OPERATION,37520921
DIENCEPHALIC SYNDROME,37177861
TRIGGER POINTS,37177893
ACQUIRED HYPOCALCIURIC HYPERCALCAEMIA,35327790
PYLOROPLASTY,37520986
PERMANENT CONTRACEPTIVE TUBAL IMPLANT,45886460
EYELID MYOKYMIA,1199365
LISTERAEMIA,1200224
FEBRILE STATUS EPILEPTICUS,37177764
VITAMIN B2 INCREASED,36314352
SITOPHOBIA,1198280
LUNG DIFFUSION TEST,43011257
KBG SYNDROME,43009431
INTESTINAL BARRIER DYSFUNCTION,42622021
CARDIAC STEATOSIS,788475
PULMONARY ANGIOPLASTY,37178159
PSYCHOTIC SYMPTOM RATING SCALE,43054166
SEVERE CUTANEOUS ADVERSE REACTION,35327908
DUBIN-JOHNSON SYNDROME,35305788
SKIN PROCEDURAL COMPLICATION,1199623
BRACHYOLMIA,1334859
EPISCLERAL VENOUS PRESSURE INCREASED,43010239
BRONCHITIS PNEUMOCOCCAL,36110245
PROPHYLACTIC CRANIAL IRRADIATION,42622759
CUPPING THERAPY,35328165
MALIGNANT MIDDLE CEREBRAL ARTERY SYNDROME,42622314
NEUROENDOCRINE CARCINOMA OF THE OESOPHAGUS,42622213
HEARING AID USER,37420525
ADENOCARCINOID TUMOUR OF THE APPENDIX,42622796
CD8 LYMPHOCYTES INCREASED,36313343
CONTRAST ECHOCARDIOGRAM,37177853
HAEMOGLOBIN S,36313235
IDIOPATHIC ENVIRONMENTAL INTOLERANCE,42622351
GENITOURINARY OPERATION,37522173
RENAL-LIMITED THROMBOTIC MICROANGIOPATHY,35327011
WATER VAPOUR THERMAL THERAPY,42622433
PERIHEPATITIS,42889248
SEBACEOUS GLANDS OVERACTIVITY,37320321
LIP AND/OR ORAL CAVITY CANCER STAGE III,35708481
VASCULAR ACCESS SITE ERYTHEMA,43009303
LENTIGO MALIGNA RECURRENT,36617914
RECURRENCE OF NEUROMUSCULAR BLOCKADE,36211507
ATHELIA,42622756
PASSENGER LYMPHOCYTE SYNDROME,43562735
TRAUMATIC SHOCK,36211322
T-CELL LYMPHOCYTOSIS,37177846
MIDDLE CEREBRAL ARTERY STROKE,36774367
MYELODYSPLASTIC SYNDROME WITH RINGED SIDEROBLASTS,37178349
PERINEAL SWELLING,42622256
PRODUCT STORAGE ERROR,1198295
RETROPLACENTAL HAEMATOMA,36818707
BISHOP SCORE,1200409
NEUROGENIC COUGH,37177942
SKIN PRESSURE MARK,1198131
INFECTION VIA VACCINEE,36109979
NAIL ATROPHY,37320289
PSYCHIATRIC CARE,37179303
IMMUNE-MEDIATED OESOPHAGITIS,35327837
CONGENITAL PULMONARY AIRWAY MALFORMATION,37178030
BLADDER ADENOCARCINOMA STAGE III,36617456
PARKES-WEBER SYNDROME,45886105
ORAL HAEMANGIOMA,788361
RETINOSCHISIS CONGENITAL,35305644
INFUSION SITE RASH,35808948
CONGENITAL SUBGLOTTIC STENOSIS,42622665
TERATOGENICITY,35305516
BLOOD 25-HYDROXYCHOLECALCIFEROL INCREASED,36314318
VULVAL ECZEMA,37383622
CRANIOPLASTY,37521502
RHUPUS SYNDROME,37179341
ADULT POLYGLUCOSAN BODY DISEASE,788496
PANNICULITIS LOBULAR,37320242
CSF GRANULOCYTE COUNT,36314968
PENILE NEOPLASM,36617721
MENSTRUAL HEADACHE,37178022
ANTIDEPRESSANT DRUG LEVEL THERAPEUTIC,36316149
ABNORMAL MENSTRUAL CLOTS,37177929
BENIGN NEOPLASM OF OPTIC NERVE,35607226
UHTHOFF'S PHENOMENON,35607491
RETROGNATHIA,36516919
NERVOUS SYSTEM INJURY,1199498
UGT1A1 GENE POLYMORPHISM,45886226
5-ALPHA-REDUCTASE DEFICIENCY,35305841
HAIR FOLLICLE TUMOUR BENIGN,36617197
ACRAL PEELING SKIN SYNDROME,788660
POSTOPERATIVE HYPERCOAGULABILITY,35327431
IRIS HAEMORRHAGE,35607001
RED EAR SYNDROME,1199996
DNA ANTIBODY,36313677
SOMNIPHOBIA,35327842
HEREDITARY ALPHA TRYPTASAEMIA,37178306
PANENCEPHALITIS,36110496
AEROSOLISED CHEMOTHERAPY,37178101
CONGENITAL HEPATOMEGALY,35305729
CONGENITAL VIRAL HEPATITIS,43009672
LICHEN PLANUS PEMPHIGOIDES,37178262
METASTASES TO PLACENTA,36617233
