indication,indication_concept_id,indication_clean,cancer_flag
RIGHT ATRIAL ENLARGEMENT,35228240,RIGHT ATRIAL ENLARGEMENT,FALSE
CYP2C9 POLYMORPHISM,45886169,CYP2C9 POLYMORPHISM,FALSE
EXPOSURE VIA GRANDFATHER,43010685,EXPOSURE VIA GRANDFATHER,FALSE
DISSEMINATED NEONATAL HERPES SIMPLEX,35329385,DISSEMINATED NEONATAL HERPES SIMPLEX,FALSE
CEREBRAL MASS EFFECT,36774949,CEREBRAL MASS EFFECT,TRUE
SPHINGOMONAS PAUCIMOBILIS INFECTION,42889529,SPHINGOMONAS PAUCIMOBILIS INFECTION,FALSE
INTENTIONAL UNDERDOSE,43562865,INTENTIONAL UNDERDOSE,FALSE
SKULL X-RAY,36314870,SKULL X-RAY,FALSE
EYELID SCAR,43009361,EYELID SCAR,FALSE
DIABETIC HEPATOPATHY,42889035,DIABETIC HEPATOPATHY,FALSE
VACCINATION SITE SWELLING,42889302,VACCINATION SITE SWELLING,FALSE
ADVERSE EVENT FOLLOWING IMMUNISATION,42889475,ADVERSE EVENT FOLLOWING IMMUNISATION,FALSE
CENTRAL NERVOUS SYSTEM DERMOID TUMOUR,35305492,CENTRAL NERVOUS SYSTEM DERMOID TUMOUR,TRUE
ADRENAL REST TUMOUR OF THE TESTIS,36673207,ADRENAL REST TUMOUR OF THE TESTIS,TRUE
EYE PARAESTHESIA,46276845,EYE PARAESTHESIA,FALSE
THYROXINE FREE ABNORMAL,36312484,THYROXINE FREE ABNORMAL,FALSE
LARYNGOPHARYNGITIS,35741296,LARYNGOPHARYNGITIS,FALSE
ELEPHANTIASIS NOSTRAS VERRUCOSA,42888932,ELEPHANTIASIS NOSTRAS VERRUCOSA,FALSE
APPLICATION SITE BRUISE,43053798,APPLICATION SITE BRUISE,FALSE
PHRENIC NERVE INJURY,43009921,PHRENIC NERVE INJURY,FALSE
ELECTROCARDIOGRAM QT INTERVAL,36311920,ELECTROCARDIOGRAM QT INTERVAL,FALSE
AMNIOTIC FLUID INDEX DECREASED,45886254,AMNIOTIC FLUID INDEX DECREASED,FALSE
POSTCOLECTOMY PANENTERITIS,43010040,POSTCOLECTOMY PANENTERITIS,FALSE
REMOVAL OF RENAL TRANSPLANT,37521739,REMOVAL OF RENAL TRANSPLANT,FALSE
IMMUNE-MEDIATED PANCREATITIS,43009711,IMMUNE-MEDIATED PANCREATITIS,FALSE
PLATELETCRIT,36313191,PLATELETCRIT,FALSE
AXONAL AND DEMYELINATING POLYNEUROPATHY,43011334,AXONAL AND DEMYELINATING POLYNEUROPATHY,FALSE
PROVIDENCIA INFECTION,43009155,PROVIDENCIA INFECTION,FALSE
FIBROSING COLONOPATHY,35708252,FIBROSING COLONOPATHY,FALSE
SCLERAL DISCOLOURATION,35607385,SCLERAL DISCOLOURATION,FALSE
FUNCTIONAL RESIDUAL CAPACITY DECREASED,36315989,FUNCTIONAL RESIDUAL CAPACITY DECREASED,FALSE
CHA2DS2-VASC ANNUAL STROKE RISK MODERATE,46276750,CHA2DS2-VASC ANNUAL STROKE RISK MODERATE,FALSE
PSEUDOMONAL SKIN INFECTION,43009934,PSEUDOMONAL SKIN INFECTION,FALSE
MANUFACTURING LABORATORY ANALYTICAL TESTING ISSUE,1199847,MANUFACTURING LABORATORY ANALYTICAL TESTING ISSUE,FALSE
LUPOID HEPATIC CIRRHOSIS,35909529,LUPOID HEPATIC CIRRHOSIS,FALSE
CORNEAL PIGMENTATION,35606866,CORNEAL PIGMENTATION,FALSE
EYELID PTOSIS CONGENITAL,35305593,EYELID PTOSIS CONGENITAL,FALSE
CONSTIPATION NEONATAL,1335255,CONSTIPATION NEONATAL,FALSE
PML/RAR ALPHA EXPRESSION,45886161,PML/RAR ALPHA EXPRESSION,FALSE
PASH SYNDROME,43010117,PASH SYNDROME,FALSE
BLADDER TUMOUR ANTIGEN,43009308,BLADDER TUMOUR ANTIGEN,TRUE
HORMONE RECEPTOR NEGATIVE HER2 POSITIVE BREAST CANCER,35327514,HORMONE RECEPTOR NEGATIVE HER2 POSITIVE BREAST CANCER,TRUE
OVERCHELATION,35327622,OVERCHELATION,FALSE
NASAL SEPTUM ULCERATION,37220028,NASAL SEPTUM ULCERATION,FALSE
LABRUNE SYNDROME,43009703,LABRUNE SYNDROME,FALSE
POSITIVE END-EXPIRATORY PRESSURE,37521842,POSITIVE END-EXPIRATORY PRESSURE,FALSE
CULTURE STOOL,36314508,CULTURE STOOL,FALSE
ALSTROEM SYNDROME,35305634,ALSTROEM SYNDROME,FALSE
TOXIC ERYTHEMA OF CHEMOTHERAPY,45886729,TOXIC ERYTHEMA OF CHEMOTHERAPY,TRUE
DISSEMINATED TOXOPLASMOSIS,43009506,DISSEMINATED TOXOPLASMOSIS,FALSE
MALIGNANT MIDDLE EAR NEOPLASM,35406418,MALIGNANT MIDDLE EAR NEOPLASM,TRUE
DISCOLOURED VOMIT,1200756,DISCOLOURED VOMIT,FALSE
UPPER AERODIGESTIVE TRACT INFECTION,36110714,UPPER AERODIGESTIVE TRACT INFECTION,FALSE
ORAL MELANOCYTIC NAEVUS,35326914,ORAL MELANOCYTIC NAEVUS,FALSE
GLOSSECTOMY,37521327,GLOSSECTOMY,FALSE
RED BLOOD CELL TRANSFUSION,42622378,RED BLOOD CELL TRANSFUSION,FALSE
GELASTIC SEIZURE,43009718,GELASTIC SEIZURE,FALSE
RETINAL ANOMALY CONGENITAL,35305639,RETINAL ANOMALY CONGENITAL,FALSE
MULTIFOCAL FIBROSCLEROSIS,35327353,MULTIFOCAL FIBROSCLEROSIS,FALSE
VACCINE VIRUS SHEDDING,42889512,VACCINE VIRUS SHEDDING,FALSE
HAEMOPHILUS SEPSIS,36110141,HAEMOPHILUS SEPSIS,FALSE
LEFT ATRIAL APPENDAGE CLOSURE IMPLANT,35327682,LEFT ATRIAL APPENDAGE CLOSURE IMPLANT,FALSE
SEVERE INVASIVE STREPTOCOCCAL INFECTION,42889544,SEVERE INVASIVE STREPTOCOCCAL INFECTION,FALSE
CENTRAL VENOUS PRESSURE ABNORMAL,36311813,CENTRAL VENOUS PRESSURE ABNORMAL,FALSE
FLUCTUANCE,36516987,FLUCTUANCE,FALSE
CANDIDA TEST,42890108,CANDIDA TEST,FALSE
EXERCISE TEST,36311826,EXERCISE TEST,FALSE
SUFFOCATION FEELING,37219934,SUFFOCATION FEELING,FALSE
ILIAC VEIN STENOSIS,43009417,ILIAC VEIN STENOSIS,FALSE
PACHYDERMOPERIOSTOSIS,35306026,PACHYDERMOPERIOSTOSIS,FALSE
ARTERECTOMY WITH GRAFT REPLACEMENT,37522302,ARTERECTOMY WITH GRAFT REPLACEMENT,FALSE
PYRUVATE CARBOXYLASE DEFICIENCY,788494,PYRUVATE CARBOXYLASE DEFICIENCY,FALSE
MAXILLARY ANTRUM OPERATION,37521311,MAXILLARY ANTRUM OPERATION,FALSE
RECTAL ULTRASOUND,36312744,RECTAL ULTRASOUND,FALSE
SPERMATIC CORD INFLAMMATION,37119534,SPERMATIC CORD INFLAMMATION,FALSE
22Q11.2 DELETION SYNDROME,43011069,22Q11.2 DELETION SYNDROME,FALSE
SUBACUTE INFLAMMATORY DEMYELINATING POLYNEUROPATHY,1200145,SUBACUTE INFLAMMATORY DEMYELINATING POLYNEUROPATHY,FALSE
PLACENTA GROWTH FACTOR,1334638,PLACENTA GROWTH FACTOR,FALSE
CORPORA CAVERNOSA SURGERY,37521384,CORPORA CAVERNOSA SURGERY,FALSE
IMPACTED FRACTURE,36211070,IMPACTED FRACTURE,FALSE
SARS-COV-2 RNA,35327384,SARS-COV-2 RNA,FALSE
TERTIARY ADRENAL INSUFFICIENCY,35327393,TERTIARY ADRENAL INSUFFICIENCY,FALSE
CONJUNCTIVAL STAINING,42890532,CONJUNCTIVAL STAINING,FALSE
GASTRIC MUCOSAL CALCINOSIS,1198801,GASTRIC MUCOSAL CALCINOSIS,FALSE
GONOCOCCAL HEART DISEASE,788714,GONOCOCCAL HEART DISEASE,FALSE
POST-ACUTE COVID-19 SYNDROME,35328030,POST-ACUTE COVID-19 SYNDROME,FALSE
OVARIOCENTESIS,37521643,OVARIOCENTESIS,FALSE
CORYNEBACTERIUM TEST POSITIVE,42890039,CORYNEBACTERIUM TEST POSITIVE,FALSE
PROSTHETIC CARDIAC VALVE MALFUNCTION,43054436,PROSTHETIC CARDIAC VALVE MALFUNCTION,FALSE
HYPOFERRITINAEMIA,43009674,HYPOFERRITINAEMIA,FALSE
ARTHRITIS HELMINTHIC,36110443,ARTHRITIS HELMINTHIC,FALSE
RETINAL FOVEA DISORDER,35633501,RETINAL FOVEA DISORDER,FALSE
CHOROIDAL OSTEOMA,43009588,CHOROIDAL OSTEOMA,FALSE
CAPILLARY PERMEABILITY,36312963,CAPILLARY PERMEABILITY,FALSE
FOLLICULAR DISORDER,42622094,FOLLICULAR DISORDER,FALSE
BILIARY ABSCESS,35909408,BILIARY ABSCESS,FALSE
INCISION SITE ABSCESS,36110547,INCISION SITE ABSCESS,FALSE
ARTIFICIAL RUPTURE OF MEMBRANES,37521615,ARTIFICIAL RUPTURE OF MEMBRANES,FALSE
PAPILLOMA CONJUNCTIVAL,35607231,PAPILLOMA CONJUNCTIVAL,TRUE
URINARY BLADDER ABSCESS,36110734,URINARY BLADDER ABSCESS,FALSE
NEUROLOGIC NEGLECT SYNDROME,36718310,NEUROLOGIC NEGLECT SYNDROME,FALSE
HERPES ZOSTER MENINGORADICULITIS,1198014,HERPES ZOSTER MENINGORADICULITIS,FALSE
SECONDARY THROMBOCYTOSIS,43009705,SECONDARY THROMBOCYTOSIS,FALSE
GRAFT VERSUS HOST DISEASE ORAL,42622624,GRAFT VERSUS HOST DISEASE ORAL,FALSE
BONE DEMINERALISATION,35326909,BONE DEMINERALISATION,FALSE
MYOCARDIAL STUNNING,42889008,MYOCARDIAL STUNNING,FALSE
BARTONELLA TEST,45885927,BARTONELLA TEST,FALSE
UTERINE ISCHAEMIA,37119722,UTERINE ISCHAEMIA,FALSE
VACCINE POSITIVE RECHALLENGE,35809362,VACCINE POSITIVE RECHALLENGE,FALSE
PULMONARY CALCIFICATION,37219842,PULMONARY CALCIFICATION,FALSE
CRICOPHARYNGEAL ACHALASIA,1200707,CRICOPHARYNGEAL ACHALASIA,FALSE
PULPLESS TOOTH,1335235,PULPLESS TOOTH,FALSE
HEPATIC CYTOLYSIS,35944489,HEPATIC CYTOLYSIS,FALSE
CATHETER DIRECTED THROMBOLYSIS,35327159,CATHETER DIRECTED THROMBOLYSIS,FALSE
HYPERTROPHIC OLIVARY DEGENERATION,1198650,HYPERTROPHIC OLIVARY DEGENERATION,FALSE
INTRA-OCULAR INJECTION COMPLICATION,1198355,INTRA-OCULAR INJECTION COMPLICATION,FALSE
RETINAL OCCLUSIVE VASCULITIS,35326968,RETINAL OCCLUSIVE VASCULITIS,FALSE
ALEXANDER DISEASE,43009886,ALEXANDER DISEASE,FALSE
ULTRASOUND PELVIS,36315953,ULTRASOUND PELVIS,FALSE
ANGIOTENSIN II INCREASED,36315391,ANGIOTENSIN II INCREASED,FALSE
SKIN GRAFT SCAR,43053936,SKIN GRAFT SCAR,FALSE
XXXY SYNDROME,35305481,XXXY SYNDROME,FALSE
ACQUIRED LEFT VENTRICLE OUTFLOW TRACT OBSTRUCTION,35327855,ACQUIRED LEFT VENTRICLE OUTFLOW TRACT OBSTRUCTION,FALSE
GENITAL DYSAESTHESIA,1335207,GENITAL DYSAESTHESIA,FALSE
INFUSION SITE ERYTHEMA,35808924,INFUSION SITE ERYTHEMA,FALSE
LUMBOSACRAL RADICULOPLEXUS NEUROPATHY,35326973,LUMBOSACRAL RADICULOPLEXUS NEUROPATHY,FALSE
DYSDIADOCHOKINESIS,36775560,DYSDIADOCHOKINESIS,FALSE
FAT EMBOLISM SYNDROME,1198716,FAT EMBOLISM SYNDROME,FALSE
GLUTEOPLASTY,788197,GLUTEOPLASTY,FALSE
GENITOURINARY SYNDROME OF MENOPAUSE,43009858,GENITOURINARY SYNDROME OF MENOPAUSE,FALSE
PERIPHERAL T-CELL LYMPHOMA UNSPECIFIED STAGE I,35104628,PERIPHERAL T-CELL LYMPHOMA UNSPECIFIED STAGE I,TRUE
CATHETER SITE HYPOAESTHESIA,43562895,CATHETER SITE HYPOAESTHESIA,FALSE
INJECTION SITE NECROSIS,35809001,INJECTION SITE NECROSIS,FALSE
UTERINE MYOMA EXPULSION,45886435,UTERINE MYOMA EXPULSION,FALSE
PUNCTURE SITE INJURY,43010722,PUNCTURE SITE INJURY,FALSE
PARADOXICAL INSOMNIA,43011394,PARADOXICAL INSOMNIA,FALSE
HEPATIC DYSPLASIA,35909490,HEPATIC DYSPLASIA,FALSE
ANTIPROGESTATIONAL THERAPY,37520791,ANTIPROGESTATIONAL THERAPY,FALSE
RADIATION THYROIDITIS,35506765,RADIATION THYROIDITIS,FALSE
MAGNETIC RESONANCE IMAGING SPINAL NORMAL,43009527,MAGNETIC RESONANCE IMAGING SPINAL NORMAL,FALSE
TESTICULAR TORSION,37119692,TESTICULAR TORSION,FALSE
HEMICONVULSION-HEMIPLEGIA-EPILEPSY SYNDROME,35326861,HEMICONVULSION-HEMIPLEGIA-EPILEPSY SYNDROME,FALSE
ANGIOIMMUNOBLASTIC T-CELL LYMPHOMA STAGE I,35104607,ANGIOIMMUNOBLASTIC T-CELL LYMPHOMA STAGE I,TRUE
TONSILLAR HAEMORRHAGE,37220060,TONSILLAR HAEMORRHAGE,FALSE
POSTOPERATIVE THORACIC PROCEDURE COMPLICATION,36211738,POSTOPERATIVE THORACIC PROCEDURE COMPLICATION,FALSE
COXSACKIE MYOCARDITIS,35205289,COXSACKIE MYOCARDITIS,FALSE
FAECAL CALPROTECTIN INCREASED,42889812,FAECAL CALPROTECTIN INCREASED,FALSE
CRYPTITIS,1200762,CRYPTITIS,FALSE
VACCINATION SITE INFECTION,35809031,VACCINATION SITE INFECTION,FALSE
ELECTROCARDIOGRAM QRS COMPLEX,36311915,ELECTROCARDIOGRAM QRS COMPLEX,FALSE
PLACENTAL CYST,43010112,PLACENTAL CYST,FALSE
LYMPHOPLASMACYTOID LYMPHOMA/IMMUNOCYTOMA REFRACTORY,35104527,LYMPHOPLASMACYTOID LYMPHOMA/IMMUNOCYTOMA REFRACTORY,TRUE
OVARIAN GERM CELL CHORIOCARCINOMA STAGE III,36617625,OVARIAN GERM CELL CHORIOCARCINOMA STAGE III,TRUE
ABNORMAL DNA METHYLATION,43010899,ABNORMAL DNA METHYLATION,FALSE
ANTI FACTOR VIII ANTIBODY TEST,36312931,ANTI FACTOR VIII ANTIBODY TEST,FALSE
STIFF SKIN SYNDROME,35327901,STIFF SKIN SYNDROME,FALSE
ADNEXAL TORSION,43054062,ADNEXAL TORSION,FALSE
STOMA SITE HAEMORRHAGE,45885358,STOMA SITE HAEMORRHAGE,FALSE
TP53 GENE MUTATION,43009643,TP53 GENE MUTATION,FALSE
CHYLURIA,37019417,CHYLURIA,FALSE
DISRUPTION OF THE PHOTORECEPTOR INNER SEGMENT-OUTER SEGMENT,43009764,DISRUPTION OF THE PHOTORECEPTOR INNER SEGMENT-OUTER SEGMENT,FALSE
MITRAL PERFORATION,35205088,MITRAL PERFORATION,FALSE
URINE OSMOLARITY,36316472,URINE OSMOLARITY,FALSE
FACTOR II INHIBITION,45887441,FACTOR II INHIBITION,FALSE
LEVATOR SYNDROME,35707570,LEVATOR SYNDROME,FALSE
THYMIC CARCINOMA,42622058,THYMIC CARCINOMA,TRUE
FRAMINGHAM RISK SCORE,35327977,FRAMINGHAM RISK SCORE,FALSE
JUGULAR VEIN EMBOLISM,1335286,JUGULAR VEIN EMBOLISM,FALSE
PSEUDO-BARTTER SYNDROME,36416587,PSEUDO-BARTTER SYNDROME,FALSE
NASAL CYST REMOVAL,37521289,NASAL CYST REMOVAL,FALSE
COAGULATION FACTOR V LEVEL INCREASED,36312982,COAGULATION FACTOR V LEVEL INCREASED,FALSE
ORTHOSIS USER,37420540,ORTHOSIS USER,FALSE
VAGINAL CANCER STAGE IVB,36617667,VAGINAL CANCER STAGE IVB,TRUE
MAGNETIC RESONANCE IMAGING ABNORMAL,788884,MAGNETIC RESONANCE IMAGING ABNORMAL,FALSE
LIP REPAIR,37521264,LIP REPAIR,FALSE
NATURAL KILLER CELL ACTIVITY INCREASED,1197838,NATURAL KILLER CELL ACTIVITY INCREASED,FALSE
CHEYNE-STOKES RESPIRATION,37219887,CHEYNE-STOKES RESPIRATION,FALSE
BONE MARROW EOSINOPHILIC LEUKOCYTE COUNT INCREASED,36312896,BONE MARROW EOSINOPHILIC LEUKOCYTE COUNT INCREASED,FALSE
CANCER WITH A HIGH TUMOUR MUTATIONAL BURDEN,35327592,CANCER WITH A HIGH TUMOUR MUTATIONAL BURDEN,TRUE
CARDIAC THERAPEUTIC PROCEDURE,35327493,CARDIAC THERAPEUTIC PROCEDURE,FALSE
CEREBRAL ARTERY STENT INSERTION,1334777,CEREBRAL ARTERY STENT INSERTION,FALSE
ISCHIATIC HERNIA,35707502,ISCHIATIC HERNIA,FALSE
C1 ESTERASE INHIBITOR DECREASED,36313750,C1 ESTERASE INHIBITOR DECREASED,FALSE
ALLERGIC COLITIS,35708037,ALLERGIC COLITIS,FALSE
GINGIVAL OEDEMA,35708631,GINGIVAL OEDEMA,FALSE
PRODUCT CONTAMINATION MICROBIAL,35809255,PRODUCT CONTAMINATION MICROBIAL,FALSE
RADIATION DYSPHAGIA,35708194,RADIATION DYSPHAGIA,FALSE
POSTIMPLANTATION SYNDROME,42889581,POSTIMPLANTATION SYNDROME,FALSE
PERICARDIAL CYST,35205056,PERICARDIAL CYST,FALSE
HYPERORNITHINAEMIA-HYPERAMMONAEMIA-HOMOCITRULLINURIA SYNDROME,43010118,HYPERORNITHINAEMIA-HYPERAMMONAEMIA-HOMOCITRULLINURIA SYNDROME,FALSE
NEUROGENIC HYPERTENSION,36718447,NEUROGENIC HYPERTENSION,FALSE
GASTRIC ASPIRATION PROCEDURE,43010998,GASTRIC ASPIRATION PROCEDURE,FALSE
DEAFNESS CONGENITAL,35305551,DEAFNESS CONGENITAL,FALSE
HEEL FAT PAD SYNDROME,1198644,HEEL FAT PAD SYNDROME,FALSE
GENITAL BLISTER,45885731,GENITAL BLISTER,FALSE
MARITAL PROBLEM,37420431,MARITAL PROBLEM,FALSE
HYDRANENCEPHALY,43053741,HYDRANENCEPHALY,FALSE
VASCULAR COMPRESSION THERAPY,46276554,VASCULAR COMPRESSION THERAPY,FALSE
LINEAGE SWITCH LEUKAEMIA,35327148,LINEAGE SWITCH LEUKAEMIA,TRUE
JEAVONS SYNDROME,43010331,JEAVONS SYNDROME,FALSE
GASTROINTESTINAL EXAMINATION ABNORMAL,36315293,GASTROINTESTINAL EXAMINATION ABNORMAL,FALSE
AORTICOPULMONARY SEPTAL DEFECT,35305413,AORTICOPULMONARY SEPTAL DEFECT,FALSE
PLATELET STORAGE POOL DEFICIENCY,43011352,PLATELET STORAGE POOL DEFICIENCY,FALSE
BLOOD CARBON MONOXIDE DECREASED,36316240,BLOOD CARBON MONOXIDE DECREASED,FALSE
PHONOPHOBIA,35406326,PHONOPHOBIA,FALSE
INFUSION SITE SWELLING,35808952,INFUSION SITE SWELLING,FALSE
ENDOCARDITIS HISTOPLASMA,35205226,ENDOCARDITIS HISTOPLASMA,FALSE
PARIETAL LOBE EPILEPSY,35327583,PARIETAL LOBE EPILEPSY,FALSE
HABIT COUGH,43011403,HABIT COUGH,FALSE
PAPILLARY MUSCLE INFARCTION,35205192,PAPILLARY MUSCLE INFARCTION,FALSE
MANNOSE-BINDING LECTIN DEFICIENCY,43009904,MANNOSE-BINDING LECTIN DEFICIENCY,FALSE
CALCITONIN SECRETION DISORDER,35506772,CALCITONIN SECRETION DISORDER,FALSE
MICROSPORUM INFECTION,36110379,MICROSPORUM INFECTION,FALSE
RADIOTHERAPY TO BLOOD,37521151,RADIOTHERAPY TO BLOOD,FALSE
SACROILIAC JOINT DYSFUNCTION,43011044,SACROILIAC JOINT DYSFUNCTION,FALSE
CHOROIDAL DETACHMENT,35607324,CHOROIDAL DETACHMENT,FALSE
MYOPERICYTOMA,43009760,MYOPERICYTOMA,FALSE
BENIGN MIDDLE EAR NEOPLASM,35406415,BENIGN MIDDLE EAR NEOPLASM,TRUE
NASAL NEOPLASM BENIGN,36617752,NASAL NEOPLASM BENIGN,TRUE
PARANASAL SINUS BENIGN NEOPLASM,36617755,PARANASAL SINUS BENIGN NEOPLASM,TRUE
WATERHOUSE-FRIDERICHSEN SYNDROME,36110188,WATERHOUSE-FRIDERICHSEN SYNDROME,FALSE
INTRADUCTAL PAPILLOMA OF BREAST,36617160,INTRADUCTAL PAPILLOMA OF BREAST,TRUE
CORROSIVE GASTRITIS,42889249,CORROSIVE GASTRITIS,FALSE
MYOCARDIAL INJURY,35327456,MYOCARDIAL INJURY,FALSE
APPENDIX CANCER METASTATIC,35326898,APPENDIX CANCER METASTATIC,TRUE
MITOCHONDRIAL CARDIOMYOPATHY,43009555,MITOCHONDRIAL CARDIOMYOPATHY,FALSE
IMMUNE-MEDIATED ENDOCRINOPATHY,1199182,IMMUNE-MEDIATED ENDOCRINOPATHY,FALSE
FOLLICULAR LYMPHOMA STAGE I,35326994,FOLLICULAR LYMPHOMA STAGE I,TRUE
ABSCESS SWEAT GLAND,36110654,ABSCESS SWEAT GLAND,FALSE
EXTERNAL FIXATION OF FRACTURE,37520621,EXTERNAL FIXATION OF FRACTURE,FALSE
SCHINZEL SYNDROME,43010459,SCHINZEL SYNDROME,FALSE
ANTI-MELANOMA DIFFERENTIATION-ASSOCIATED PROTEIN 5 ANTIBODY POSITIVE,35327308,ANTI-MELANOMA DIFFERENTIATION-ASSOCIATED PROTEIN 5 ANTIBODY POSITIVE,TRUE
BRAIN FOG,37179234,BRAIN FOG,FALSE
NOROVIRUS INFECTION,35328028,NOROVIRUS INFECTION,FALSE
DISCOURAGEMENT,43009444,DISCOURAGEMENT,FALSE
PALATAL OEDEMA,35708635,PALATAL OEDEMA,FALSE
"BLADDER CANCER STAGE I, WITHOUT CANCER IN SITU",36617464,"BLADDER CANCER STAGE I, WITHOUT CANCER IN SITU",TRUE
OPTIC PATHWAY INJURY,35607206,OPTIC PATHWAY INJURY,FALSE
HYMENOLEPIASIS,35707966,HYMENOLEPIASIS,FALSE
INTESTINAL VARICES HAEMORRHAGE,788130,INTESTINAL VARICES HAEMORRHAGE,FALSE
ACQUIRED PROTEIN S DEFICIENCY,35104131,ACQUIRED PROTEIN S DEFICIENCY,FALSE
HAEMORRHAGIC CEREBRAL INFARCTION,36718009,HAEMORRHAGIC CEREBRAL INFARCTION,FALSE
ODONTOMA,43010356,ODONTOMA,FALSE
ATELECTASIS NEONATAL,36818749,ATELECTASIS NEONATAL,FALSE
TOOTH HYPOPLASIA,35305659,TOOTH HYPOPLASIA,FALSE
BACTERIAL MYOSITIS,35328018,BACTERIAL MYOSITIS,FALSE
EPIDERMAL NAEVUS SYNDROME,788501,EPIDERMAL NAEVUS SYNDROME,FALSE
NEONATAL TACHYARRHYTHMIA,1334678,NEONATAL TACHYARRHYTHMIA,FALSE
NEOVAGINAL STENOSIS,43010054,NEOVAGINAL STENOSIS,FALSE
AGONAL RESPIRATION,35328285,AGONAL RESPIRATION,FALSE
TORULOPSIS INFECTION,36110402,TORULOPSIS INFECTION,FALSE
ATRIOVENTRICULAR NODE DYSFUNCTION,43010884,ATRIOVENTRICULAR NODE DYSFUNCTION,FALSE
CSF WHITE BLOOD CELL COUNT INCREASED,36315033,CSF WHITE BLOOD CELL COUNT INCREASED,FALSE
CSF VOLUME DECREASED,1200478,CSF VOLUME DECREASED,FALSE
INNER EAR INFARCTION,42889026,INNER EAR INFARCTION,FALSE
HAEMORRHAGIC TRANSFORMATION STROKE,36718011,HAEMORRHAGIC TRANSFORMATION STROKE,FALSE
PLATELET ADHESIVENESS INCREASED,36313167,PLATELET ADHESIVENESS INCREASED,FALSE
HCOV-OC43 INFECTION,35326879,HCOV-OC43 INFECTION,FALSE
THERAPEUTIC DRUG MONITORING ANALYSIS INCORRECTLY PERFORMED,43562796,THERAPEUTIC DRUG MONITORING ANALYSIS INCORRECTLY PERFORMED,FALSE
VOCAL CORD CYST,36617769,VOCAL CORD CYST,FALSE
OPTICAL COHERENCE TOMOGRAPHY,36313919,OPTICAL COHERENCE TOMOGRAPHY,FALSE
PERIVASCULAR EPITHELIOID CELL TUMOUR,35327198,PERIVASCULAR EPITHELIOID CELL TUMOUR,TRUE
ACQUIRED CHROMOSOMAL ABNORMALITY,43010551,ACQUIRED CHROMOSOMAL ABNORMALITY,FALSE
EXTENSIVE SWELLING OF VACCINATED LIMB,35809219,EXTENSIVE SWELLING OF VACCINATED LIMB,FALSE
INDETERMINATE LEPROSY,36110759,INDETERMINATE LEPROSY,FALSE
HIGH GRADE B-CELL LYMPHOMA BURKITT-LIKE LYMPHOMA REFRACTORY,35104520,HIGH GRADE B-CELL LYMPHOMA BURKITT-LIKE LYMPHOMA REFRACTORY,TRUE
GASTROINTESTINAL SCARRING,1199860,GASTROINTESTINAL SCARRING,FALSE
PRODUCT PACKAGING DIFFICULT TO OPEN,1198222,PRODUCT PACKAGING DIFFICULT TO OPEN,FALSE
VACCINATION SITE JOINT PAIN,45885499,VACCINATION SITE JOINT PAIN,FALSE
HBV-DNA POLYMERASE INCREASED,36314640,HBV-DNA POLYMERASE INCREASED,FALSE
RIGHT VENTRICLE OUTFLOW TRACT OBSTRUCTION,35205138,RIGHT VENTRICLE OUTFLOW TRACT OBSTRUCTION,FALSE
EPIPHYSIODESIS,45886180,EPIPHYSIODESIS,FALSE
HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR DECREASED,788304,HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR DECREASED,FALSE
BLOOD CORTICOSTERONE ABNORMAL,36312155,BLOOD CORTICOSTERONE ABNORMAL,FALSE
SALPINGO-OOPHORECTOMY UNILATERAL,37521592,SALPINGO-OOPHORECTOMY UNILATERAL,FALSE
MALIGNANT MESENCHYMOMA RECURRENT,36517070,MALIGNANT MESENCHYMOMA RECURRENT,TRUE
CONGENITAL HYPOGONADOTROPIC HYPOGONADISM,43009379,CONGENITAL HYPOGONADOTROPIC HYPOGONADISM,FALSE
HYPERSENSITIVITY MYOCARDITIS,1200436,HYPERSENSITIVITY MYOCARDITIS,FALSE
DRUG METABOLITE LEVEL HIGH,43009709,DRUG METABOLITE LEVEL HIGH,FALSE
ACUTE HAEMORRHAGIC CONJUNCTIVITIS,35607024,ACUTE HAEMORRHAGIC CONJUNCTIVITIS,FALSE
PURINES DECREASED,35328176,PURINES DECREASED,FALSE
TORSION OF THE URETHRA,37019374,TORSION OF THE URETHRA,FALSE
NEONATAL EPILEPTIC SEIZURE,1334741,NEONATAL EPILEPTIC SEIZURE,FALSE
CONFIRMED E-CIGARETTE OR VAPING PRODUCT USE ASSOCIATED LUNG INJURY,35327985,CONFIRMED E-CIGARETTE OR VAPING PRODUCT USE ASSOCIATED LUNG INJURY,FALSE
CRANIAL NERVE DECOMPRESSION,1200520,CRANIAL NERVE DECOMPRESSION,FALSE
UTERINE NECROSIS,42889672,UTERINE NECROSIS,FALSE
DYSANIA,42622458,DYSANIA,FALSE
SMOOTH MUSCLE ANTIBODY,36313703,SMOOTH MUSCLE ANTIBODY,FALSE
INFUSION SITE ESCHAR,1334754,INFUSION SITE ESCHAR,FALSE
CHEILECTOMY,1198000,CHEILECTOMY,FALSE
INTESTINAL MUCOSAL TEAR,43009384,INTESTINAL MUCOSAL TEAR,FALSE
LABORATORY TEST NORMAL,36313970,LABORATORY TEST NORMAL,FALSE
